Grid Name,Grid Rows,Grid Columns,Num Of Agents,Num Of Obstacles,Instance Id,A*/SIC Success,A*/SIC Runtime,A*/SIC Solution Cost,A*/SIC Expanded,A*/SIC Generated,A*/SIC Reopened,A*/SIC BPMX boosts,A*/SIC Closed List Hits,A*/SIC Reopened With Old H,A*/SIC H Updated From Other Area,A*/SIC Max expansion delay,A*/SIC Quick Insertions,A*/SIC Quick Insertions Cancelled,A*/SIC Max Group,A*/SIC Solution Depth,
Random Grid,251,211,4,25726,5,1,482.226,463,142,73716,0,0,9535,0,0,0,142,121,4,0,
Random Grid,251,211,4,25726,2,1,503.7395,461,142,61041,0,0,9530,0,0,0,142,650,4,0,
Random Grid,251,211,1,25726,0,1,33.5672,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.11009999999999,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.19550000000004,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.25149999999996,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,4,25726,0,1,1373.3091,924,284,140969,0,0,19307,0,0,0,284,1426,4,0,
Random Grid,251,211,4,25726,5,1,446.5555,463,142,73716,0,0,9535,0,0,0,142,121,4,0,
Random Grid,251,211,4,25726,2,1,603.3218,461,142,61041,0,0,9530,0,0,0,142,650,4,0,
Random Grid,251,211,1,25726,0,1,31.3209,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.00700000000001,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.07849999999996,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.14650000000006,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,4,25726,0,1,1266.6662,924,284,140969,0,0,19307,0,0,0,284,1426,4,0,
Random Grid,251,211,4,25726,5,1,464.5592,463,142,73716,0,0,9535,0,0,0,142,121,4,0,
Random Grid,251,211,4,25726,2,1,585.1328,461,142,61041,0,0,9530,0,0,0,142,650,4,0,
Random Grid,251,211,1,25726,0,1,28.8873,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.06229999999999,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.06190000000004,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,0.954500000000053,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,4,25726,0,1,1196.6668,924,284,140969,0,0,19307,0,0,0,284,1426,4,0,
Random Grid,251,211,4,25726,5,1,446.4713,463,142,73716,0,0,9535,0,0,0,142,121,4,0,
Random Grid,251,211,4,25726,2,1,532.7943,461,142,61041,0,0,9530,0,0,0,142,650,4,0,
Random Grid,251,211,1,25726,0,1,29.6921,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.03619999999995,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,0.852899999999977,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.46100000000001,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,1,25726,4,1,0.948200000000043,164,164,477,0,0,329,0,0,0,163,106,1,0,
Random Grid,251,211,5,25726,0,1,92780.2589,1088,284,704169,0,0,88582,0,0,0,284,2506,5,0,
Random Grid,251,211,5,25726,6,1,44019.697,545,142,366917,0,0,43709,0,0,0,142,248,5,0,
Random Grid,251,211,5,25726,2,1,21484.3747,543,142,307275,0,0,43576,0,0,0,142,1122,5,0,
Random Grid,251,211,1,25726,0,1,30.7164,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,0.944999999999993,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,0.912599999999998,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,0.963999999999942,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,1,25726,4,1,0.680299999999988,164,164,477,0,0,329,0,0,0,163,106,1,0,
Random Grid,251,211,1,25726,5,1,0.560200000000123,133,133,400,0,0,266,0,0,0,133,41,1,0,
Random Grid,251,211,6,25726,0,1,777645.5299,1221,284,3529906,0,0,430095,0,0,0,284,3540,6,0,
Random Grid,251,211,6,25726,7,1,184944.6989,612,142,1836817,0,0,211934,0,0,0,142,526,6,0,
Random Grid,251,211,6,25726,2,1,255094.2941,609,142,1541239,0,0,211412,0,0,0,142,1126,6,0,
Random Grid,251,211,2,25726,0,1,42.2412,508,284,5050,0,0,1512,0,0,0,284,303,2,0,
Random Grid,251,211,2,25726,3,1,5.87690000000003,284,142,2758,0,0,573,0,0,0,142,111,2,0,
Random Grid,251,211,2,25726,2,1,4.17939999999999,224,142,2177,0,0,942,0,0,0,142,112,2,0,
Random Grid,251,211,3,25726,0,1,277.9634,701,284,27362,0,0,5174,0,0,0,284,728,3,0,
Random Grid,251,211,3,25726,4,1,125.5813,426,142,15514,0,0,1137,0,0,0,142,117,3,0,
Random Grid,251,211,3,25726,2,1,94.7538999999999,275,142,11260,0,0,4015,0,0,0,142,217,3,0,
Random Grid,251,211,3,25726,0,1,294.3608,701,284,27362,0,0,5174,0,0,0,284,728,3,0,
Random Grid,251,211,3,25726,4,1,125.95,426,142,15514,0,0,1137,0,0,0,142,117,3,0,
Random Grid,251,211,3,25726,2,1,76.7391,275,142,11260,0,0,4015,0,0,0,142,217,3,0,
Random Grid,251,211,3,25726,0,1,285.6682,701,284,27362,0,0,5174,0,0,0,284,728,3,0,
Random Grid,251,211,3,25726,4,1,124.2227,426,142,15514,0,0,1137,0,0,0,142,117,3,0,
Random Grid,251,211,3,25726,2,1,83.7522000000001,275,142,11260,0,0,4015,0,0,0,142,217,3,0,
Random Grid,251,211,4,25726,0,1,1335.4721,924,284,140969,0,0,19307,0,0,0,284,1426,4,0,
Random Grid,251,211,4,25726,5,1,471.2567,568,142,79956,0,0,2270,0,0,0,142,357,4,0,
Random Grid,251,211,4,25726,2,1,541.8566,356,142,53918,0,0,13953,0,0,0,142,499,4,0,
Random Grid,251,211,5,25726,0,1,90973.9089,1088,284,704169,0,0,88582,0,0,0,284,2506,5,0,
Random Grid,251,211,5,25726,6,1,53839.3439,710,142,397972,0,0,4529,0,0,0,142,754,5,0,
Random Grid,251,211,5,25726,2,1,13643.6137,378,142,270650,0,0,68701,0,0,0,142,507,5,0,
Random Grid,251,211,6,25726,0,1,817466.2801,1221,284,3529906,0,0,430095,0,0,0,284,3540,6,0,
Random Grid,251,211,6,25726,7,1,115731.0827,843,142,1998921,0,0,9830,0,0,0,142,1288,6,0,
Random Grid,251,211,6,25726,2,1,423449.9873,378,142,1353250,0,0,343501,0,0,0,142,508,6,0,
Random Grid,90,227,3,11577,0,1,90.942,437,208,10308,0,0,4263,0,0,0,208,154,3,0,
Random Grid,90,227,3,11577,4,1,29.344,251,104,5063,0,0,1548,0,0,0,104,126,3,0,
Random Grid,90,227,3,11577,2,1,15.3201,186,104,4685,0,0,2276,0,0,0,104,25,3,0,
Random Grid,90,227,1,11577,0,1,27.7408,208,208,342,0,0,417,0,0,0,208,43,1,0,
Random Grid,90,227,1,11577,1,1,0.253199999999993,43,43,131,0,0,85,0,0,0,43,42,1,0,
Random Grid,90,227,1,11577,2,1,0.779499999999985,186,186,279,0,0,372,0,0,0,186,10,1,0,
Random Grid,90,227,3,11577,0,1,51.9304,437,208,10308,0,0,4263,0,0,0,208,154,3,0,
Random Grid,90,227,3,11577,4,1,19.6736999999999,219,104,4682,0,0,1899,0,0,0,104,45,3,0,
Random Grid,90,227,3,11577,2,1,24.811,218,104,5096,0,0,1915,0,0,0,104,69,3,0,
Random Grid,90,227,1,11577,0,1,27.1233,208,208,342,0,0,417,0,0,0,208,43,1,0,
Random Grid,90,227,1,11577,1,1,0.3536,43,43,131,0,0,85,0,0,0,43,42,1,0,
Random Grid,90,227,1,11577,2,1,0.809899999999971,186,186,279,0,0,372,0,0,0,186,10,1,0,
Random Grid,90,227,1,11577,3,1,0.8904,202,202,324,0,0,405,0,0,0,202,39,1,0,
Random Grid,90,227,4,11577,0,1,339.4871,639,208,45868,0,0,9293,0,0,0,208,321,4,0,
Random Grid,90,227,4,11577,5,1,156.0449,320,104,24061,0,0,3860,0,0,0,104,132,4,0,
Random Grid,90,227,4,11577,2,1,108.3278,319,104,19317,0,0,3884,0,0,0,104,85,4,0,
Random Grid,90,227,1,11577,0,1,34.4896,208,208,342,0,0,417,0,0,0,208,43,1,0,
Random Grid,90,227,1,11577,1,1,0.229900000000015,43,43,131,0,0,85,0,0,0,43,42,1,0,
Random Grid,90,227,1,11577,2,1,1.49219999999997,204,204,331,0,0,409,0,0,0,203,15,1,0,
Random Grid,90,227,1,11577,3,1,0.591400000000021,186,186,279,0,0,372,0,0,0,186,10,1,0,
Random Grid,90,227,1,11577,4,1,0.714200000000005,202,202,324,0,0,405,0,0,0,202,39,1,0,
Random Grid,90,227,5,11577,0,1,9944.5215,843,766,415758,3572,0,107325,0,0,545,694,619,5,0,
Random Grid,90,227,5,11577,6,1,1948.5408,422,104,108948,0,0,7803,0,0,0,104,259,5,0,
Random Grid,90,227,1,11577,0,1,26.2447,208,208,342,0,0,417,0,0,0,208,43,1,0,
Random Grid,90,227,1,11577,1,1,0.290399999999977,43,43,131,0,0,85,0,0,0,43,42,1,0,
Random Grid,90,227,1,11577,2,1,1.34989999999999,204,204,331,0,0,409,0,0,0,203,15,1,0,
Random Grid,90,227,1,11577,3,1,0.608000000000004,186,186,279,0,0,372,0,0,0,186,10,1,0,
Random Grid,90,227,1,11577,4,1,0.720600000000104,202,202,324,0,0,405,0,0,0,202,39,1,0,
Random Grid,90,227,5,11577,0,1,9399.9876,843,766,415758,3572,0,107325,0,0,545,694,619,5,0,
Random Grid,90,227,5,11577,6,1,1842.31,422,104,108948,0,0,7803,0,0,0,104,259,5,0,
Random Grid,90,227,1,11577,0,1,27.5895,208,208,342,0,0,417,0,0,0,208,43,1,0,
Random Grid,90,227,1,11577,1,1,0.277299999999968,43,43,131,0,0,85,0,0,0,43,42,1,0,
Random Grid,90,227,1,11577,2,1,1.7217,204,204,331,0,0,409,0,0,0,203,15,1,0,
Random Grid,90,227,1,11577,3,1,0.847800000000007,186,186,279,0,0,372,0,0,0,186,10,1,0,
Random Grid,90,227,1,11577,4,1,0.7423,202,202,324,0,0,405,0,0,0,202,39,1,0,
Random Grid,90,227,5,11577,0,1,9321.43,843,766,415758,3572,0,107325,0,0,545,694,619,5,0,
Random Grid,90,227,5,11577,6,1,2039.2933,422,104,108948,0,0,7803,0,0,0,104,259,5,0,
Random Grid,90,227,1,11577,0,1,31.9921,208,208,342,0,0,417,0,0,0,208,43,1,0,
Random Grid,90,227,1,11577,1,1,0.273400000000038,43,43,131,0,0,85,0,0,0,43,42,1,0,
Random Grid,90,227,1,11577,2,1,2.31700000000001,204,204,331,0,0,409,0,0,0,203,15,1,0,
Random Grid,90,227,1,11577,3,1,0.783399999999972,186,186,279,0,0,372,0,0,0,186,10,1,0,
Random Grid,90,227,1,11577,4,1,1.01089999999999,202,202,324,0,0,405,0,0,0,202,39,1,0,
Random Grid,90,227,5,11577,0,1,9396.0527,843,766,415758,3572,0,107325,0,0,545,694,619,5,0,
Random Grid,90,227,5,11577,6,1,2035.4564,422,104,108948,0,0,7803,0,0,0,104,259,5,0,
Random Grid,90,227,1,11577,0,1,29.0695,208,208,342,0,0,417,0,0,0,208,43,1,0,
Random Grid,90,227,1,11577,1,1,0.368600000000015,43,43,131,0,0,85,0,0,0,43,42,1,0,
Random Grid,90,227,1,11577,2,1,1.8485,204,204,331,0,0,409,0,0,0,203,15,1,0,
Random Grid,90,227,1,11577,3,1,1.31040000000002,186,186,279,0,0,372,0,0,0,186,10,1,0,
Random Grid,90,227,1,11577,4,1,2.3975999999999,211,211,350,0,0,423,0,0,0,211,48,1,0,
Random Grid,90,227,5,11577,0,1,3325.8128,852,211,205815,0,0,21061,0,0,0,211,570,5,0,
Random Grid,90,227,5,11577,6,1,2166.2514,427,106,111708,0,0,8103,0,0,0,106,267,5,0,
Random Grid,90,227,5,11577,2,1,1185.2057,425,105,84665,0,0,7881,0,0,0,105,114,5,0,
Random Grid,90,227,1,11577,0,1,27.6504,208,208,342,0,0,417,0,0,0,208,43,1,0,
Random Grid,90,227,1,11577,1,1,0.303400000000011,43,43,131,0,0,85,0,0,0,43,42,1,0,
Random Grid,90,227,1,11577,2,1,1.4151,204,204,331,0,0,409,0,0,0,203,15,1,0,
Random Grid,90,227,1,11577,3,1,0.863200000000006,186,186,279,0,0,372,0,0,0,186,10,1,0,
Random Grid,90,227,1,11577,4,1,0.870700000000056,211,211,350,0,0,423,0,0,0,211,48,1,0,
Random Grid,90,227,5,11577,0,1,3430.7423,852,211,205815,0,0,21061,0,0,0,211,570,5,0,
Random Grid,90,227,5,11577,6,1,2060.354,427,106,111708,0,0,8103,0,0,0,106,267,5,0,
Random Grid,90,227,5,11577,2,1,1017.5933,425,105,84665,0,0,7881,0,0,0,105,114,5,0,
Random Grid,90,227,1,11577,0,1,29.4024,208,208,342,0,0,417,0,0,0,208,43,1,0,
Random Grid,90,227,1,11577,1,1,0.255200000000002,43,43,131,0,0,85,0,0,0,43,42,1,0,
Random Grid,90,227,1,11577,2,1,2.0539,204,204,331,0,0,409,0,0,0,203,15,1,0,
Random Grid,90,227,1,11577,3,1,0.558999999999969,186,186,279,0,0,372,0,0,0,186,10,1,0,
Random Grid,90,227,1,11577,4,1,0.671600000000012,211,211,350,0,0,423,0,0,0,211,48,1,0,
Random Grid,90,227,1,11577,5,1,0.907799999999952,210,210,348,0,0,421,0,0,0,210,17,1,0,
Random Grid,90,227,1,11577,6,1,0.990399999999909,208,208,343,0,0,417,0,0,0,208,43,1,0,
Random Grid,90,227,1,11577,7,1,0.133100000000013,13,13,41,0,0,25,0,0,0,12,11,1,0,
Random Grid,90,227,1,11577,8,1,1.15000000000009,196,196,307,0,0,393,0,0,0,195,7,1,0,
Random Grid,90,227,1,11577,9,1,0.830799999999954,186,186,276,0,0,373,0,0,0,186,10,1,0,
Random Grid,90,227,1,11577,10,1,0.905100000000175,202,202,325,0,0,405,0,0,0,202,39,1,0,
Random Grid,90,227,1,11577,11,1,0.90910000000008,215,215,313,0,0,430,0,0,0,215,22,1,0,
Random Grid,90,227,1,11577,12,1,0.925200000000132,200,200,318,0,0,401,0,0,0,200,48,1,0,
Random Grid,90,227,1,11577,13,1,0.741899999999987,182,182,264,0,0,365,0,0,0,182,6,1,0,
Random Grid,90,227,1,11577,14,1,0.762899999999718,210,210,348,0,0,421,0,0,0,210,47,1,0,
Random Grid,90,227,1,11577,0,1,31.748,208,208,342,0,0,417,0,0,0,208,43,1,0,
Random Grid,90,227,1,11577,1,1,0.255299999999977,43,43,131,0,0,85,0,0,0,43,42,1,0,
Random Grid,90,227,1,11577,2,1,1.53209999999996,204,204,331,0,0,409,0,0,0,203,15,1,0,
Random Grid,90,227,1,11577,3,1,0.628900000000044,186,186,279,0,0,372,0,0,0,186,10,1,0,
Random Grid,90,227,1,11577,4,1,1.0145,211,211,350,0,0,423,0,0,0,211,48,1,0,
Random Grid,90,227,1,11577,5,1,0.816200000000094,210,210,348,0,0,421,0,0,0,210,17,1,0,
Random Grid,90,227,1,11577,6,1,0.906299999999874,208,208,343,0,0,417,0,0,0,208,43,1,0,
Random Grid,90,227,1,11577,7,1,0.775100000000066,191,191,290,0,0,383,0,0,0,190,11,1,0,
Random Grid,90,227,1,11577,0,1,31.6686,208,208,342,0,0,417,0,0,0,208,43,1,0,
Random Grid,90,227,1,11577,1,1,0.358299999999986,43,43,131,0,0,85,0,0,0,43,42,1,0,
Random Grid,90,227,1,11577,2,1,1.69639999999998,204,204,331,0,0,409,0,0,0,203,15,1,0,
Random Grid,90,227,1,11577,3,1,0.669599999999946,185,185,276,0,0,370,0,0,0,185,9,1,0,
Random Grid,90,227,1,11577,4,1,2.10329999999999,211,211,350,0,0,423,0,0,0,211,48,1,0,
Random Grid,90,227,1,11577,5,1,1.55179999999996,210,210,348,0,0,421,0,0,0,210,17,1,0,
Random Grid,90,227,1,11577,6,1,1.00070000000005,207,207,340,0,0,415,0,0,0,207,42,1,0,
Random Grid,90,227,1,11577,7,1,0.884099999999989,191,191,290,0,0,383,0,0,0,190,11,1,0,
Random Grid,90,227,1,11577,0,1,34.5549,208,208,342,0,0,417,0,0,0,208,43,1,0,
Random Grid,90,227,1,11577,1,1,0.324700000000007,43,43,131,0,0,85,0,0,0,43,42,1,0,
Random Grid,90,227,1,11577,2,1,1.58460000000002,204,204,331,0,0,409,0,0,0,203,15,1,0,
Random Grid,90,227,1,11577,3,1,0.964300000000037,185,185,276,0,0,370,0,0,0,185,9,1,0,
Random Grid,90,227,1,11577,4,1,0.94259999999997,211,211,350,0,0,423,0,0,0,211,48,1,0,
Random Grid,90,227,1,11577,5,1,0.819400000000087,210,210,348,0,0,421,0,0,0,210,17,1,0,
Random Grid,90,227,1,11577,6,1,0.826399999999921,207,207,340,0,0,415,0,0,0,207,42,1,0,
Random Grid,90,227,1,11577,0,1,26.7014,208,208,342,0,0,417,0,0,0,208,43,1,0,
Random Grid,90,227,1,11577,1,1,0.248899999999992,43,43,131,0,0,85,0,0,0,43,42,1,0,
Random Grid,90,227,1,11577,2,1,2.29410000000001,204,204,331,0,0,409,0,0,0,203,15,1,0,
Random Grid,90,227,1,11577,3,1,0.668499999999995,185,185,276,0,0,370,0,0,0,185,9,1,0,
Random Grid,90,227,1,11577,4,1,0.785300000000007,211,211,350,0,0,423,0,0,0,211,48,1,0,
Random Grid,90,227,1,11577,5,1,0.863200000000006,210,210,348,0,0,421,0,0,0,210,17,1,0,
Random Grid,90,227,1,11577,6,1,0.961599999999976,207,207,340,0,0,415,0,0,0,207,42,1,0,
Random Grid,90,227,1,11577,0,1,28.2213,208,208,342,0,0,417,0,0,0,208,43,1,0,
Random Grid,90,227,1,11577,1,1,0.351200000000006,43,43,131,0,0,85,0,0,0,43,42,1,0,
Random Grid,90,227,1,11577,2,1,1.89779999999996,204,204,331,0,0,409,0,0,0,203,15,1,0,
Random Grid,90,227,1,11577,3,1,0.94580000000002,185,185,276,0,0,370,0,0,0,185,9,1,0,
Random Grid,90,227,1,11577,4,1,0.88169999999991,211,211,350,0,0,423,0,0,0,211,48,1,0,
Random Grid,90,227,1,11577,5,1,0.728900000000067,210,210,348,0,0,421,0,0,0,210,17,1,0,
Random Grid,90,227,1,11577,6,1,0.998299999999972,207,207,340,0,0,415,0,0,0,207,42,1,0,
Random Grid,90,227,1,11577,0,1,25.5202,208,208,342,0,0,417,0,0,0,208,43,1,0,
Random Grid,90,227,1,11577,1,1,0.296699999999987,43,43,131,0,0,85,0,0,0,43,42,1,0,
Random Grid,90,227,1,11577,2,1,2.01169999999996,204,204,331,0,0,409,0,0,0,203,15,1,0,
Random Grid,90,227,1,11577,3,1,0.636400000000037,185,185,276,0,0,370,0,0,0,185,9,1,0,
Random Grid,90,227,1,11577,4,1,0.803200000000061,211,211,350,0,0,423,0,0,0,211,48,1,0,
Random Grid,90,227,1,11577,5,1,0.677200000000084,210,210,348,0,0,421,0,0,0,210,17,1,0,
Random Grid,90,227,6,11577,0,1,38725.815,1061,211,923602,0,0,42229,0,0,0,211,1007,6,0,
Random Grid,90,227,6,11577,7,1,29208.9425,532,106,511692,0,0,18479,0,0,0,106,506,6,0,
Random Grid,90,227,6,11577,2,1,8265.1539,529,105,379952,0,0,17914,0,0,0,105,179,6,0,
Random Grid,90,227,1,11577,0,1,27.52,208,208,342,0,0,417,0,0,0,208,43,1,0,
Random Grid,90,227,1,11577,1,1,0.251300000000015,43,43,131,0,0,85,0,0,0,43,42,1,0,
Random Grid,90,227,1,11577,2,1,2.04160000000002,204,204,331,0,0,409,0,0,0,203,15,1,0,
Random Grid,90,227,1,11577,3,1,0.733699999999999,185,185,276,0,0,370,0,0,0,185,9,1,0,
Random Grid,90,227,1,11577,4,1,0.929200000000037,211,211,350,0,0,423,0,0,0,211,48,1,0,
Random Grid,90,227,1,11577,5,1,0.883400000000051,210,210,348,0,0,421,0,0,0,210,17,1,0,
Random Grid,90,227,1,11577,6,1,0.699700000000007,192,192,297,0,0,384,0,0,0,191,9,1,0,
Random Grid,90,227,1,11577,0,1,28.0988,208,208,342,0,0,417,0,0,0,208,43,1,0,
Random Grid,90,227,1,11577,1,1,0.294699999999978,43,43,131,0,0,85,0,0,0,43,42,1,0,
Random Grid,90,227,1,11577,2,1,1.6592,204,204,331,0,0,409,0,0,0,203,15,1,0,
Random Grid,90,227,1,11577,3,1,0.757800000000032,185,185,276,0,0,370,0,0,0,185,9,1,0,
Random Grid,90,227,1,11577,4,1,0.701299999999947,211,211,350,0,0,423,0,0,0,211,48,1,0,
Random Grid,90,227,1,11577,5,1,0.891300000000001,210,210,348,0,0,421,0,0,0,210,17,1,0,
Random Grid,90,227,1,11577,6,1,0.766099999999938,192,192,297,0,0,384,0,0,0,191,9,1,0,
Random Grid,90,227,1,11577,7,1,0.622200000000021,194,194,299,0,0,389,0,0,0,194,13,1,0,
Random Grid,90,227,1,11577,0,1,29.2756,208,208,342,0,0,417,0,0,0,208,43,1,0,
Random Grid,90,227,1,11577,1,1,0.263500000000022,43,43,131,0,0,85,0,0,0,43,42,1,0,
Random Grid,90,227,1,11577,2,1,1.5206,204,204,331,0,0,409,0,0,0,203,15,1,0,
Random Grid,90,227,1,11577,3,1,0.677500000000009,185,185,276,0,0,370,0,0,0,185,9,1,0,
Random Grid,90,227,1,11577,4,1,0.699199999999905,211,211,350,0,0,423,0,0,0,211,48,1,0,
Random Grid,90,227,1,11577,5,1,0.873900000000049,210,210,348,0,0,421,0,0,0,210,17,1,0,
Random Grid,90,227,1,11577,6,1,0.789699999999925,192,192,297,0,0,384,0,0,0,191,9,1,0,
Random Grid,90,227,1,11577,7,1,0.707200000000057,213,213,360,0,0,426,0,0,0,213,32,1,0,
Random Grid,90,227,8,11577,0,1,10712645.0475,1466,213,19155004,0,0,470497,0,0,0,213,3453,8,0,
Random Grid,90,227,8,11577,9,1,7713183.7467,735,107,10892877,0,0,90989,0,0,0,107,1870,8,0,
Random Grid,90,227,8,11577,2,1,4575926.2906,731,106,7057685,0,0,84226,0,0,0,106,197,8,0,
Random Grid,90,227,1,11577,0,1,30.1448,208,208,342,0,0,417,0,0,0,208,43,1,0,
Random Grid,90,227,1,11577,1,1,0.263499999999965,43,43,131,0,0,85,0,0,0,43,42,1,0,
Random Grid,90,227,1,11577,2,1,1.68020000000001,204,204,331,0,0,409,0,0,0,203,15,1,0,
Random Grid,90,227,1,11577,3,1,0.782199999999989,185,185,276,0,0,370,0,0,0,185,9,1,0,
Random Grid,90,227,1,11577,4,1,0.833200000000033,211,211,350,0,0,423,0,0,0,211,48,1,0,
Random Grid,90,227,1,11577,5,1,1.20690000000002,210,210,348,0,0,421,0,0,0,210,17,1,0,
Random Grid,90,227,1,11577,6,1,0.606400000000008,192,192,297,0,0,384,0,0,0,191,9,1,0,
Random Grid,90,227,7,11577,0,1,1240350.8056,1253,211,4181669,0,0,126202,0,0,0,211,1739,7,0,
Random Grid,90,227,7,11577,8,1,768713.6215,628,106,2271723,0,0,41448,0,0,0,106,918,7,0,
Random Grid,90,227,7,11577,2,1,626223.3188,625,105,1599268,0,0,39418,0,0,0,105,189,7,0,
Random Grid,90,227,1,11577,0,1,31.2612,208,208,342,0,0,417,0,0,0,208,43,1,0,
Random Grid,90,227,1,11577,1,1,0.304599999999994,43,43,131,0,0,85,0,0,0,43,42,1,0,
Random Grid,90,227,1,11577,2,1,1.4984,204,204,331,0,0,409,0,0,0,203,15,1,0,
Random Grid,90,227,1,11577,3,1,0.649400000000014,185,185,276,0,0,370,0,0,0,185,9,1,0,
Random Grid,90,227,1,11577,4,1,0.705600000000004,211,211,350,0,0,423,0,0,0,211,48,1,0,
Random Grid,90,227,1,11577,5,1,0.74470000000008,210,210,348,0,0,421,0,0,0,210,17,1,0,
Random Grid,90,227,6,11577,0,1,47001.0781,1061,211,923602,0,0,42229,0,0,0,211,1007,6,0,
Random Grid,90,227,6,11577,7,1,34961.8465,532,106,511692,0,0,18479,0,0,0,106,506,6,0,
Random Grid,90,227,6,11577,2,1,9194.92139999999,529,105,379952,0,0,17914,0,0,0,105,179,6,0,
Random Grid,90,227,1,11577,0,1,24.5436,208,208,342,0,0,417,0,0,0,208,43,1,0,
Random Grid,90,227,1,11577,1,1,0.344899999999996,43,43,131,0,0,85,0,0,0,43,42,1,0,
